"id","national_number","pokemon","form","mark","shiny"
"gb:0201:w:normal","201","Unown","w","GB","0"
"gb:0201:x:normal","201","Unown","x","GB","0"
"gb:0201:y:normal","201","Unown","y","GB","0"
"gb:0201:z:normal","201","Unown","z","GB","0"
"gb:0202:standard:normal","202","Wobbuffet","","GB","0"
"gb:0202:standard:shiny","202","Wobbuffet","","GB","1"
"gb:0203:standard:normal","203","Girafarig","","GB","0"
"gb:0203:standard:shiny","203","Girafarig","","GB","1"
"gb:0204:standard:normal","204","Pineco","","GB","0"
"gb:0204:standard:shiny","204","Pineco","","GB","1"
"gb:0205:standard:normal","205","Forretress","","GB","0"
"gb:0205:standard:shiny","205","Forretress","","GB","1"
"gb:0206:standard:normal","206","Dunsparce","","GB","0"
"gb:0206:standard:shiny","206","Dunsparce","","GB","1"
"gb:0207:standard:normal","207","Gligar","","GB","0"
"gb:0207:standard:shiny","207","Gligar","","GB","1"
"gb:0208:standard:normal","208","Steelix","","GB","0"
"gb:0208:standard:shiny","208","Steelix","","GB","1"
"gb:0209:standard:normal","209","Snubbull","","GB","0"
"gb:0209:standard:shiny","209","Snubbull","","GB","1"
"gb:0210:standard:normal","210","Granbull","","GB","0"
"gb:0210:standard:shiny","210","Granbull","","GB","1"
"gb:0211:original:normal","211","Qwilfish","Original","GB","0"
"gb:0211:original:shiny","211","Qwilfish","Original","GB","1"
"gb:0212:standard:normal","212","Scizor","","GB","0"
"gb:0212:standard:shiny","212","Scizor","","GB","1"
"gb:0213:standard:normal","213","Shuckle","","GB","0"
"gb:0213:standard:shiny","213","Shuckle","","GB","1"
"gb:0214:standard:normal","214","Heracross","","GB","0"
"gb:0214:standard:shiny","214","Heracross","","GB","1"
"gb:0215:original:normal","215","Sneasel","Original","GB","0"
"gb:0215:original:shiny","215","Sneasel","Original","GB","1"
"gb:0216:standard:normal","216","Teddiursa","","GB","0"
"gb:0216:standard:shiny","216","Teddiursa","","GB","1"
"gb:0217:standard:normal","217","Ursaring","","GB","0"
"gb:0217:standard:shiny","217","Ursaring","","GB","1"
"gb:0218:standard:normal","218","Slugma","","GB","0"
"gb:0218:standard:shiny","218","Slugma","","GB","1"
"gb:0219:standard:normal","219","Magcargo","","GB","0"
"gb:0219:standard:shiny","219","Magcargo","","GB","1"
"gb:0220:standard:normal","220","Swinub","","GB","0"
"gb:0220:standard:shiny","220","Swinub","","GB","1"
"gb:0221:standard:normal","221","Piloswine","","GB","0"
"gb:0221:standard:shiny","221","Piloswine","","GB","1"
"gb:0222:original:normal","222","Corsola","Original","GB","0"
"gb:0222:original:shiny","222","Corsola","Original","GB","1"
"gb:0223:standard:normal","223","Remoraid","","GB","0"
"gb:0223:standard:shiny","223","Remoraid","","GB","1"
"gb:0224:standard:normal","224","Octillery","","GB","0"
"gb:0224:standard:shiny","224","Octillery","","GB","1"
"gb:0225:standard:normal","225","Delibird","","GB","0"
"gb:0225:standard:shiny","225","Delibird","","GB","1"
"gb:0226:standard:normal","226","Mantine","","GB","0"
"gb:0226:standard:shiny","226","Mantine","","GB","1"
"gb:0227:standard:normal","227","Skarmory","","GB","0"
"gb:0227:standard:shiny","227","Skarmory","","GB","1"
"gb:0228:standard:normal","228","Houndour","","GB","0"
"gb:0228:standard:shiny","228","Houndour","","GB","1"
"gb:0229:standard:normal","229","Houndoom","","GB","0"
"gb:0229:standard:shiny","229","Houndoom","","GB","1"
"gb:0230:standard:normal","230","Kingdra","","GB","0"
"gb:0230:standard:shiny","230","Kingdra","","GB","1"
"gb:0231:standard:normal","231","Phanpy","","GB","0"
"gb:0231:standard:shiny","231","Phanpy","","GB","1"
"gb:0232:standard:normal","232","Donphan","","GB","0"
"gb:0232:standard:shiny","232","Donphan","","GB","1"
"gb:0233:standard:normal","233","Porygon2","","GB","0"
"gb:0233:standard:shiny","233","Porygon2","","GB","1"
"gb:0234:standard:normal","234","Stantler","","GB","0"
"gb:0234:standard:shiny","234","Stantler","","GB","1"
"gb:0235:standard:normal","235","Smeargle","","GB","0"
"gb:0235:standard:shiny","235","Smeargle","","GB","1"
"gb:0236:standard:normal","236","Tyrogue","","GB","0"
"gb:0236:standard:shiny","236","Tyrogue","","GB","1"
"gb:0237:standard:normal","237","Hitmontop","","GB","0"
"gb:0237:standard:shiny","237","Hitmontop","","GB","1"
"gb:0238:standard:normal","238","Smoochum","","GB","0"
"gb:0238:standard:shiny","238","Smoochum","","GB","1"
"gb:0239:standard:normal","239","Elekid","","GB","0"
"gb:0239:standard:shiny","239","Elekid","","GB","1"
"gb:0240:standard:normal","240","Magby","","GB","0"
"gb:0240:standard:shiny","240","Magby","","GB","1"
"gb:0241:standard:normal","241","Miltank","","GB","0"
"gb:0241:standard:shiny","241","Miltank","","GB","1"
"gb:0242:standard:normal","242","Blissey","","GB","0"
"gb:0242:standard:shiny","242","Blissey","","GB","1"
"gb:0243:standard:normal","243","Raikou","","GB","0"
"gb:0243:standard:shiny","243","Raikou","","GB","1"
"gb:0244:standard:normal","244","Entei","","GB","0"
"gb:0244:standard:shiny","244","Entei","","GB","1"
"gb:0245:standard:normal","245","Suicune","","GB","0"
"gb:0245:standard:shiny","245","Suicune","","GB","1"
"gb:0246:standard:normal","246","Larvitar","","GB","0"
"gb:0246:standard:shiny","246","Larvitar","","GB","1"
"gb:0247:standard:normal","247","Pupitar","","GB","0"
"gb:0247:standard:shiny","247","Pupitar","","GB","1"
"gb:0248:standard:normal","248","Tyranitar","","GB","0"
"gb:0248:standard:shiny","248","Tyranitar","","GB","1"
"gb:0249:standard:normal","249","Lugia","","GB","0"
"gb:0249:standard:shiny","249","Lugia","","GB","1"
"gb:0250:standard:normal","250","Ho-Oh","","GB","0"
"gb:0250:standard:shiny","250","Ho-Oh","","GB","1"
"gb:0251:standard:normal","251","Celebi","","GB","0"
"gb:0251:standard:shiny","251","Celebi","","GB","1"
"gb:0424:standard:normal","424","Ambipom","","GB","0"
"gb:0424:standard:shiny","424","Ambipom","","GB","1"
"gb:0429:standard:normal","429","Mismagius","","GB","0"
"gb:0429:standard:shiny","429","Mismagius","","GB","1"
"gb:0430:standard:normal","430","Honchkrow","","GB","0"
"gb:0430:standard:shiny","430","Honchkrow","","GB","1"
"gb:0461:standard:normal","461","Weavile","","GB","0"
"gb:0461:standard:shiny","461","Weavile","","GB","1"
"gb:0462:standard:normal","462","Magnezone","","GB","0"
"gb:0462:standard:shiny","462","Magnezone","","GB","1"
"gb:0463:standard:normal","463","Lickilicky","","GB","0"
"gb:0463:standard:shiny","463","Lickilicky","","GB","1"
"gb:0464:standard:normal","464","Rhyperior","","GB","0"
"gb:0464:standard:shiny","464","Rhyperior","","GB","1"
"gb:0465:standard:normal","465","Tangrowth","","GB","0"
"gb:0465:standard:shiny","465","Tangrowth","","GB","1"
"gb:0466:standard:normal","466","Electivire","","GB","0"
"gb:0466:standard:shiny","466","Electivire","","GB","1"
"gb:0467:standard:normal","467","Magmortar","","GB","0"
"gb:0467:standard:shiny","467","Magmortar","","GB","1"
"gb:0468:standard:normal","468","Togekiss","","GB","0"
"gb:0468:standard:shiny","468","Togekiss","","GB","1"
"gb:0469:standard:normal","469","Yanmega","","GB","0"
"gb:0469:standard:shiny","469","Yanmega","","GB","1"
"gb:0470:standard:normal","470","Leafeon","","GB","0"
"gb:0470:standard:shiny","470","Leafeon","","GB","1"
"gb:0471:standard:normal","471","Glaceon","","GB","0"
"gb:0471:standard:shiny","471","Glaceon","","GB","1"
"gb:0472:standard:normal","472","Gliscor","","GB","0"
"gb:0472:standard:shiny","472","Gliscor","","GB","1"
"gb:0473:standard:normal","473","Mamoswine","","GB","0"
"gb:0473:standard:shiny","473","Mamoswine","","GB","1"
"gb:0474:standard:normal","474","Porygon-Z","","GB","0"
"gb:0474:standard:shiny","474","Porygon-Z","","GB","1"
"gb:0700:standard:normal","700","Sylveon","","GB","0"
"gb:0700:standard:shiny","700","Sylveon","","GB","1"
"gb:0899:standard:normal","899","Wyrdeer","","GB","0"
"gb:0899:standard:shiny","899","Wyrdeer","","GB","1"
"gb:0900:standard:normal","900","Kleavor","","GB","0"
"gb:0900:standard:shiny","900","Kleavor","","GB","1"
"gb:0901:standard:normal","901","Ursaluna","","GB","0"
"gb:0901:standard:shiny","901","Ursaluna","","GB","1"
"gb:0979:standard:normal","979","Annihilape","","GB","0"
"gb:0979:standard:shiny","979","Annihilape","","GB","1"
"gb:0981:standard:normal","981","Farigiraf","","GB","0"
"gb:0981:standard:shiny","981","Farigiraf","","GB","1"
"gb:0982:2-segment:normal","982","Dudunsparce","2 Segment","GB","0"
"gb:0982:2-segment:shiny","982","Dudunsparce","2 Segment","GB","1"
"gb:0982:3-segment:normal","982","Dudunsparce","3 Segment","GB","0"
"gb:0982:3-segment:shiny","982","Dudunsparce","3 Segment","GB","1"
"p:0001:standard:normal","1","Bulbasaur","","P","0"
"p:0001:standard:shiny","1","Bulbasaur","","P","1"
"p:0002:standard:normal","2","Ivysaur","","P","0"
"p:0002:standard:shiny","2","Ivysaur","","P","1"
"p:0003:standard:normal","3","Venusaur","","P","0"
"p:0003:standard:shiny","3","Venusaur","","P","1"
"p:0004:standard:normal","4","Charmander","","P","0"
"p:0004:standard:shiny","4","Charmander","","P","1"
"p:0005:standard:normal","5","Charmeleon","","P","0"
"p:0005:standard:shiny","5","Charmeleon","","P","1"
"p:0006:standard:normal","6","Charizard","","P","0"
"p:0006:standard:shiny","6","Charizard","","P","1"
"p:0007:standard:normal","7","Squirtle","","P","0"
"p:0007:standard:shiny","7","Squirtle","","P","1"
"p:0008:standard:normal","8","Wartortle","","P","0"
"p:0008:standard:shiny","8","Wartortle","","P","1"
"p:0009:standard:normal","9","Blastoise","","P","0"
"p:0009:standard:shiny","9","Blastoise","","P","1"
"p:0010:standard:normal","10","Caterpie","","P","0"
"p:0010:standard:shiny","10","Caterpie","","P","1"
"p:0011:standard:normal","11","Metapod","","P","0"
"p:0011:standard:shiny","11","Metapod","","P","1"
"p:0012:standard:normal","12","Butterfree","","P","0"
"p:0012:standard:shiny","12","Butterfree","","P","1"
"p:0013:standard:normal","13","Weedle","","P","0"
"p:0013:standard:shiny","13","Weedle","","P","1"
"p:0014:standard:normal","14","Kakuna","","P","0"
"p:0014:standard:shiny","14","Kakuna","","P","1"
"p:0015:standard:normal","15","Beedrill","","P","0"
"p:0015:standard:shiny","15","Beedrill","","P","1"
"p:0016:standard:normal","16","Pidgey","","P","0"
"p:0016:standard:shiny","16","Pidgey","","P","1"
"p:0017:standard:normal","17","Pidgeotto","","P","0"
"p:0017:standard:shiny","17","Pidgeotto","","P","1"
"p:0018:standard:normal","18","Pidgeot","","P","0"
"p:0018:standard:shiny","18","Pidgeot","","P","1"
"p:0019:original:normal","19","Rattata","Original","P","0"
"p:0019:original:shiny","19","Rattata","Original","P","1"
"p:0020:original:normal","20","Raticate","Original","P","0"
"p:0020:original:shiny","20","Raticate","Original","P","1"
"p:0021:standard:normal","21","Spearow","","P","0"
"p:0021:standard:shiny","21","Spearow","","P","1"
"p:0022:standard:normal","22","Fearow","","P","0"
"p:0022:standard:shiny","22","Fearow","","P","1"
"p:0023:standard:normal","23","Ekans","","P","0"
"p:0023:standard:shiny","23","Ekans","","P","1"
"p:0024:standard:normal","24","Arbok","","P","0"
"p:0024:standard:shiny","24","Arbok","","P","1"
"p:0025:standard:normal","25","Pikachu","","P","0"
"p:0025:standard:shiny","25","Pikachu","","P","1"
"p:0026:alolan:normal","26","Raichu","Alolan","P","0"
"p:0026:alolan:shiny","26","Raichu","Alolan","P","1"
"p:0026:original:normal","26","Raichu","Original","P","0"
"p:0026:original:shiny","26","Raichu","Original","P","1"
"p:0027:original:normal","27","Sandshrew","Original","P","0"
"p:0027:original:shiny","27","Sandshrew","Original","P","1"
"p:0028:original:normal","28","Sandslash","Original","P","0"
"p:0028:original:shiny","28","Sandslash","Original","P","1"
"p:0029:standard:normal","29","Nidoran♀","","P","0"
"p:0029:standard:shiny","29","Nidoran♀","","P","1"
"p:0030:standard:normal","30","Nidorina","","P","0"
"p:0030:standard:shiny","30","Nidorina","","P","1"
"p:0031:standard:normal","31","Nidoqueen","","P","0"
"p:0031:standard:shiny","31","Nidoqueen","","P","1"
"p:0032:standard:normal","32","Nidoran♂","","P","0"
"p:0032:standard:shiny","32","Nidoran♂","","P","1"
"p:0033:standard:normal","33","Nidorino","","P","0"
"p:0033:standard:shiny","33","Nidorino","","P","1"
"p:0034:standard:normal","34","Nidoking","","P","0"
"p:0034:standard:shiny","34","Nidoking","","P","1"
"p:0035:standard:normal","35","Clefairy","","P","0"
"p:0035:standard:shiny","35","Clefairy","","P","1"
"p:0036:standard:normal","36","Clefable","","P","0"
"p:0036:standard:shiny","36","Clefable","","P","1"
"p:0037:original:normal","37","Vulpix","Original","P","0"
"p:0037:original:shiny","37","Vulpix","Original","P","1"
"p:0038:original:normal","38","Ninetales","Original","P","0"
"p:0038:original:shiny","38","Ninetales","Original","P","1"
"p:0039:standard:normal","39","Jigglypuff","","P","0"
"p:0039:standard:shiny","39","Jigglypuff","","P","1"
"p:0040:standard:normal","40","Wigglytuff","","P","0"
"p:0040:standard:shiny","40","Wigglytuff","","P","1"
"p:0041:standard:normal","41","Zubat","","P","0"
"p:0041:standard:shiny","41","Zubat","","P","1"
"p:0042:standard:normal","42","Golbat","","P","0"
"p:0042:standard:shiny","42","Golbat","","P","1"
"p:0043:standard:normal","43","Oddish","","P","0"
"p:0043:standard:shiny","43","Oddish","","P","1"
"p:0044:standard:normal","44","Gloom","","P","0"
"p:0044:standard:shiny","44","Gloom","","P","1"
"p:0045:standard:normal","45","Vileplume","","P","0"
"p:0045:standard:shiny","45","Vileplume","","P","1"
"p:0046:standard:normal","46","Paras","","P","0"
"p:0046:standard:shiny","46","Paras","","P","1"
"p:0047:standard:normal","47","Parasect","","P","0"
"p:0047:standard:shiny","47","Parasect","","P","1"
"p:0048:standard:normal","48","Venonat","","P","0"
"p:0048:standard:shiny","48","Venonat","","P","1"
"p:0049:standard:normal","49","Venomoth","","P","0"
"p:0049:standard:shiny","49","Venomoth","","P","1"
"p:0050:original:normal","50","Diglett","Original","P","0"
"p:0050:original:shiny","50","Diglett","Original","P","1"
"p:0051:original:normal","51","Dugtrio","Original","P","0"
"p:0051:original:shiny","51","Dugtrio","Original","P","1"
"p:0052:original:normal","52","Meowth","Original","P","0"
"p:0052:original:shiny","52","Meowth","Original","P","1"
"p:0053:original:normal","53","Persian","Original","P","0"
"p:0053:original:shiny","53","Persian","Original","P","1"
"p:0054:standard:normal","54","Psyduck","","P","0"
"p:0054:standard:shiny","54","Psyduck","","P","1"
"p:0055:standard:normal","55","Golduck","","P","0"
"p:0055:standard:shiny","55","Golduck","","P","1"
"p:0056:standard:normal","56","Mankey","","P","0"
"p:0056:standard:shiny","56","Mankey","","P","1"
"p:0057:standard:normal","57","Primeape","","P","0"
"p:0057:standard:shiny","57","Primeape","","P","1"
"p:0058:original:normal","58","Growlithe","Original","P","0"
"p:0058:original:shiny","58","Growlithe","Original","P","1"
"p:0059:original:normal","59","Arcanine","Original","P","0"
"p:0059:original:shiny","59","Arcanine","Original","P","1"
"p:0060:standard:normal","60","Poliwag","","P","0"
"p:0060:standard:shiny","60","Poliwag","","P","1"
"p:0061:standard:normal","61","Poliwhirl","","P","0"
"p:0061:standard:shiny","61","Poliwhirl","","P","1"
"p:0062:standard:normal","62","Poliwrath","","P","0"
"p:0062:standard:shiny","62","Poliwrath","","P","1"
"p:0063:standard:normal","63","Abra","","P","0"
"p:0063:standard:shiny","63","Abra","","P","1"
"p:0064:standard:normal","64","Kadabra","","P","0"
"p:0064:standard:shiny","64","Kadabra","","P","1"
"p:0065:standard:normal","65","Alakazam","","P","0"
"p:0065:standard:shiny","65","Alakazam","","P","1"
"p:0066:standard:normal","66","Machop","","P","0"
"p:0066:standard:shiny","66","Machop","","P","1"
"p:0067:standard:normal","67","Machoke","","P","0"
"p:0067:standard:shiny","67","Machoke","","P","1"
"p:0068:standard:normal","68","Machamp","","P","0"
"p:0068:standard:shiny","68","Machamp","","P","1"
"p:0069:standard:normal","69","Bellsprout","","P","0"
"p:0069:standard:shiny","69","Bellsprout","","P","1"
"p:0070:standard:normal","70","Weepinbell","","P","0"
"p:0070:standard:shiny","70","Weepinbell","","P","1"
"p:0071:standard:normal","71","Victreebel","","P","0"
"p:0071:standard:shiny","71","Victreebel","","P","1"
"p:0072:standard:normal","72","Tentacool","","P","0"
"p:0072:standard:shiny","72","Tentacool","","P","1"
"p:0073:standard:normal","73","Tentacruel","","P","0"
"p:0073:standard:shiny","73","Tentacruel","","P","1"
"p:0074:original:normal","74","Geodude","Original","P","0"
"p:0074:original:shiny","74","Geodude","Original","P","1"
"p:0075:original:normal","75","Graveler","Original","P","0"
"p:0075:original:shiny","75","Graveler","Original","P","1"
"p:0076:original:normal","76","Golem","Original","P","0"
"p:0076:original:shiny","76","Golem","Original","P","1"
"p:0077:original:normal","77","Ponyta","Original","P","0"
"p:0077:original:shiny","77","Ponyta","Original","P","1"
"p:0078:original:normal","78","Rapidash","Original","P","0"
"p:0078:original:shiny","78","Rapidash","Original","P","1"
"p:0079:original:normal","79","Slowpoke","Original","P","0"
"p:0079:original:shiny","79","Slowpoke","Original","P","1"
"p:0080:original:normal","80","Slowbro","Original","P","0"
"p:0080:original:shiny","80","Slowbro","Original","P","1"
"p:0081:standard:normal","81","Magnemite","","P","0"
"p:0081:standard:shiny","81","Magnemite","","P","1"
"p:0082:standard:normal","82","Magneton","","P","0"
"p:0082:standard:shiny","82","Magneton","","P","1"
"p:0083:original:normal","83","Farfetch'd","Original","P","0"
"p:0083:original:shiny","83","Farfetch'd","Original","P","1"
"p:0084:standard:normal","84","Doduo","","P","0"
"p:0084:standard:shiny","84","Doduo","","P","1"
"p:0085:standard:normal","85","Dodrio","","P","0"
"p:0085:standard:shiny","85","Dodrio","","P","1"
"p:0086:standard:normal","86","Seel","","P","0"
"p:0086:standard:shiny","86","Seel","","P","1"
"p:0087:standard:normal","87","Dewgong","","P","0"
"p:0087:standard:shiny","87","Dewgong","","P","1"
"p:0088:original:normal","88","Grimer","Original","P","0"
"p:0088:original:shiny","88","Grimer","Original","P","1"
"p:0089:original:normal","89","Muk","Original","P","0"
"p:0089:original:shiny","89","Muk","Original","P","1"
"p:0090:standard:normal","90","Shellder","","P","0"
"p:0090:standard:shiny","90","Shellder","","P","1"
"p:0091:standard:normal","91","Cloyster","","P","0"
"p:0091:standard:shiny","91","Cloyster","","P","1"
"p:0092:standard:normal","92","Gastly","","P","0"
"p:0092:standard:shiny","92","Gastly","","P","1"
"p:0093:standard:normal","93","Haunter","","P","0"
"p:0093:standard:shiny","93","Haunter","","P","1"
"p:0094:standard:normal","94","Gengar","","P","0"
"p:0094:standard:shiny","94","Gengar","","P","1"
"p:0095:standard:normal","95","Onix","","P","0"
"p:0095:standard:shiny","95","Onix","","P","1"
"p:0096:standard:normal","96","Drowzee","","P","0"
"p:0096:standard:shiny","96","Drowzee","","P","1"
"p:0097:standard:normal","97","Hypno","","P","0"
"p:0097:standard:shiny","97","Hypno","","P","1"
"p:0098:standard:normal","98","Krabby","","P","0"
"p:0098:standard:shiny","98","Krabby","","P","1"
"p:0099:standard:normal","99","Kingler","","P","0"
"p:0099:standard:shiny","99","Kingler","","P","1"
"p:0100:original:normal","100","Voltorb","Original","P","0"
"p:0100:original:shiny","100","Voltorb","Original","P","1"
"p:0101:original:normal","101","Electrode","Original","P","0"
"p:0101:original:shiny","101","Electrode","Original","P","1"
"p:0102:standard:normal","102","Exeggcute","","P","0"
"p:0102:standard:shiny","102","Exeggcute","","P","1"
"p:0103:alolan:normal","103","Exeggutor","Alolan","P","0"
"p:0103:alolan:shiny","103","Exeggutor","Alolan","P","1"
"p:0103:original:normal","103","Exeggutor","Original","P","0"
"p:0103:original:shiny","103","Exeggutor","Original","P","1"
"p:0104:standard:normal","104","Cubone","","P","0"
"p:0104:standard:shiny","104","Cubone","","P","1"
"p:0105:alolan:normal","105","Marowak","Alolan","P","0"
"p:0105:alolan:shiny","105","Marowak","Alolan","P","1"
"p:0105:original:normal","105","Marowak","Original","P","0"
"p:0105:original:shiny","105","Marowak","Original","P","1"
"p:0106:standard:normal","106","Hitmonlee","","P","0"
"p:0106:standard:shiny","106","Hitmonlee","","P","1"
"p:0107:standard:normal","107","Hitmonchan","","P","0"
"p:0107:standard:shiny","107","Hitmonchan","","P","1"
"p:0108:standard:normal","108","Lickitung","","P","0"
"p:0108:standard:shiny","108","Lickitung","","P","1"
"p:0109:standard:normal","109","Koffing","","P","0"
"p:0109:standard:shiny","109","Koffing","","P","1"
"p:0110:galarian:normal","110","Weezing","Galarian","P","0"
"p:0110:galarian:shiny","110","Weezing","Galarian","P","1"
"p:0110:original:normal","110","Weezing","Original","P","0"
"p:0110:original:shiny","110","Weezing","Original","P","1"
"p:0111:standard:normal","111","Rhyhorn","","P","0"
"p:0111:standard:shiny","111","Rhyhorn","","P","1"
"p:0112:standard:normal","112","Rhydon","","P","0"
"p:0112:standard:shiny","112","Rhydon","","P","1"
"p:0113:standard:normal","113","Chansey","","P","0"
"p:0113:standard:shiny","113","Chansey","","P","1"
"p:0114:standard:normal","114","Tangela","","P","0"
"p:0114:standard:shiny","114","Tangela","","P","1"
"p:0115:standard:normal","115","Kangaskhan","","P","0"
"p:0115:standard:shiny","115","Kangaskhan","","P","1"
"p:0116:standard:normal","116","Horsea","","P","0"
"p:0116:standard:shiny","116","Horsea","","P","1"
"p:0117:standard:normal","117","Seadra","","P","0"
"p:0117:standard:shiny","117","Seadra","","P","1"
"p:0118:standard:normal","118","Goldeen","","P","0"
"p:0118:standard:shiny","118","Goldeen","","P","1"
"p:0119:standard:normal","119","Seaking","","P","0"
"p:0119:standard:shiny","119","Seaking","","P","1"
"p:0120:standard:normal","120","Staryu","","P","0"
"p:0120:standard:shiny","120","Staryu","","P","1"
"p:0121:standard:normal","121","Starmie","","P","0"
"p:0121:standard:shiny","121","Starmie","","P","1"
"p:0122:galarian:normal","122","Mr. Mime","Galarian","P","0"
"p:0122:galarian:shiny","122","Mr. Mime","Galarian","P","1"
"p:0122:original:normal","122","Mr. Mime","Original","P","0"
"p:0122:original:shiny","122","Mr. Mime","Original","P","1"
"p:0123:standard:normal","123","Scyther","","P","0"
"p:0123:standard:shiny","123","Scyther","","P","1"
"p:0124:standard:normal","124","Jynx","","P","0"
"p:0124:standard:shiny","124","Jynx","","P","1"
"p:0125:standard:normal","125","Electabuzz","","P","0"
"p:0125:standard:shiny","125","Electabuzz","","P","1"
"p:0126:standard:normal","126","Magmar","","P","0"
"p:0126:standard:shiny","126","Magmar","","P","1"
"p:0127:standard:normal","127","Pinsir","","P","0"
"p:0127:standard:shiny","127","Pinsir","","P","1"
"p:0128:standard:normal","128","Tauros","","P","0"
"p:0128:standard:shiny","128","Tauros","","P","1"
"p:0129:standard:normal","129","Magikarp","","P","0"
"p:0129:standard:shiny","129","Magikarp","","P","1"
"p:0130:standard:normal","130","Gyarados","","P","0"
"p:0130:standard:shiny","130","Gyarados","","P","1"
"p:0131:standard:normal","131","Lapras","","P","0"
"p:0131:standard:shiny","131","Lapras","","P","1"
"p:0132:standard:normal","132","Ditto","","P","0"
"p:0132:standard:shiny","132","Ditto","","P","1"
"p:0133:standard:normal","133","Eevee","","P","0"
"p:0133:standard:shiny","133","Eevee","","P","1"
"p:0134:standard:normal","134","Vaporeon","","P","0"
"p:0134:standard:shiny","134","Vaporeon","","P","1"
"p:0135:standard:normal","135","Jolteon","","P","0"
"p:0135:standard:shiny","135","Jolteon","","P","1"
"p:0136:standard:normal","136","Flareon","","P","0"
"p:0136:standard:shiny","136","Flareon","","P","1"
"p:0137:standard:normal","137","Porygon","","P","0"
"p:0137:standard:shiny","137","Porygon","","P","1"
"p:0138:standard:normal","138","Omanyte","","P","0"
"p:0138:standard:shiny","138","Omanyte","","P","1"
"p:0139:standard:normal","139","Omastar","","P","0"
"p:0139:standard:shiny","139","Omastar","","P","1"
"p:0140:standard:normal","140","Kabuto","","P","0"
"p:0140:standard:shiny","140","Kabuto","","P","1"
"p:0141:standard:normal","141","Kabutops","","P","0"
"p:0141:standard:shiny","141","Kabutops","","P","1"
"p:0142:standard:normal","142","Aerodactyl","","P","0"
"p:0142:standard:shiny","142","Aerodactyl","","P","1"
"p:0143:standard:normal","143","Snorlax","","P","0"
"p:0143:standard:shiny","143","Snorlax","","P","1"
"p:0144:original:normal","144","Articuno","Original","P","0"
"p:0144:original:shiny","144","Articuno","Original","P","1"
"p:0145:original:normal","145","Zapdos","Original","P","0"
"p:0145:original:shiny","145","Zapdos","Original","P","1"
"p:0146:original:normal","146","Moltres","Original","P","0"
"p:0146:original:shiny","146","Moltres","Original","P","1"
"p:0147:standard:normal","147","Dratini","","P","0"
"p:0147:standard:shiny","147","Dratini","","P","1"
"p:0148:standard:normal","148","Dragonair","","P","0"
"p:0148:standard:shiny","148","Dragonair","","P","1"
"p:0149:standard:normal","149","Dragonite","","P","0"
"p:0149:standard:shiny","149","Dragonite","","P","1"
"p:0150:standard:normal","150","Mewtwo","","P","0"
"p:0150:standard:shiny","150","Mewtwo","","P","1"
"p:0152:standard:normal","152","Chikorita","","P","0"
"p:0152:standard:shiny","152","Chikorita","","P","1"
"p:0153:standard:normal","153","Bayleef","","P","0"
"p:0153:standard:shiny","153","Bayleef","","P","1"
"p:0154:standard:normal","154","Meganium","","P","0"
"p:0154:standard:shiny","154","Meganium","","P","1"
"p:0155:standard:normal","155","Cyndaquil","","P","0"
"p:0155:standard:shiny","155","Cyndaquil","","P","1"
"p:0156:standard:normal","156","Quilava","","P","0"
"p:0156:standard:shiny","156","Quilava","","P","1"
"p:0157:hisuian:normal","157","Typhlosion","Hisuian","P","0"
"p:0157:hisuian:shiny","157","Typhlosion","Hisuian","P","1"
"p:0157:original:normal","157","Typhlosion","Original","P","0"
"p:0157:original:shiny","157","Typhlosion","Original","P","1"
"p:0158:standard:normal","158","Totodile","","P","0"
"p:0158:standard:shiny","158","Totodile","","P","1"
"p:0159:standard:normal","159","Croconaw","","P","0"
"p:0159:standard:shiny","159","Croconaw","","P","1"
"p:0160:standard:normal","160","Feraligatr","","P","0"
"p:0160:standard:shiny","160","Feraligatr","","P","1"
"p:0161:standard:normal","161","Sentret","","P","0"
"p:0161:standard:shiny","161","Sentret","","P","1"
"p:0162:standard:normal","162","Furret","","P","0"
"p:0162:standard:shiny","162","Furret","","P","1"
"p:0163:standard:normal","163","Hoothoot","","P","0"
"p:0163:standard:shiny","163","Hoothoot","","P","1"
"p:0164:standard:normal","164","Noctowl","","P","0"
"p:0164:standard:shiny","164","Noctowl","","P","1"
"p:0165:standard:normal","165","Ledyba","","P","0"
"p:0165:standard:shiny","165","Ledyba","","P","1"
"p:0166:standard:normal","166","Ledian","","P","0"
"p:0166:standard:shiny","166","Ledian","","P","1"
"p:0167:standard:normal","167","Spinarak","","P","0"
"p:0167:standard:shiny","167","Spinarak","","P","1"
"p:0168:standard:normal","168","Ariados","","P","0"
"p:0168:standard:shiny","168","Ariados","","P","1"
"p:0169:standard:normal","169","Crobat","","P","0"
"p:0169:standard:shiny","169","Crobat","","P","1"
"p:0170:standard:normal","170","Chinchou","","P","0"
"p:0170:standard:shiny","170","Chinchou","","P","1"
"p:0171:standard:normal","171","Lanturn","","P","0"
"p:0171:standard:shiny","171","Lanturn","","P","1"
"p:0172:standard:normal","172","Pichu","","P","0"
"p:0172:standard:shiny","172","Pichu","","P","1"
"p:0173:standard:normal","173","Cleffa","","P","0"
"p:0173:standard:shiny","173","Cleffa","","P","1"
"p:0174:standard:normal","174","Igglybuff","","P","0"
"p:0174:standard:shiny","174","Igglybuff","","P","1"
"p:0175:standard:normal","175","Togepi","","P","0"
